problem,xp,instance,proved,time,memory,best_val,best_lb,best_ub,nodes_bnb,nodes_dd
psp,MIP,psp_100_10_100_100_0,True,78.83,0.0,-853681,-853681,-853622,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_100_0,True,90.95,1913.21,-853681,-853681,-853681,510523,38116699
psp,B&B $(\alpha = 1)$,psp_100_10_100_100_0,False,1800.2,609.49,-871038,-871038,-548031,136773,1039177840
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_100_0,True,109.1,2000.92,-853681,-853681,-853681,341791,31484051
psp,B&B $(\alpha = 10)$,psp_100_10_100_100_0,False,1800.14,491.03,-864759,-864759,-584902,14432,1007467844
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_100_0,False,1800.33,1396.76,-853681,-853681,-619627,82455,509606174
psp,B&B $(\alpha = 100)$,psp_100_10_100_100_0,False,1801.05,618.69,-853681,-853681,-608094,1587,852443610
psp,MIP,psp_100_10_100_100_1,True,36.76,0.0,-712252,-712252,-712192,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_100_1,True,0.83,20.79,-712252,-712252,-712252,6462,583698
psp,B&B $(\alpha = 1)$,psp_100_10_100_100_1,True,177.14,28.16,-712252,-712252,-712252,32489,146731199
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_100_1,True,0.83,25.42,-712252,-712252,-712252,5439,783403
psp,B&B $(\alpha = 10)$,psp_100_10_100_100_1,True,45.17,16.57,-712252,-712252,-712252,3576,38784221
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_100_1,True,0.06,27.11,-712252,-712252,-712252,1,40437
psp,B&B $(\alpha = 100)$,psp_100_10_100_100_1,True,0.06,26.1,-712252,-712252,-712252,1,40437
psp,MIP,psp_100_10_100_100_2,True,8.67,0.0,-735215,-735215,-735203,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_100_2,True,0.43,11.99,-735215,-735215,-735215,3549,291606
psp,B&B $(\alpha = 1)$,psp_100_10_100_100_2,True,74.75,16.72,-735215,-735215,-735215,19053,60981452
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_100_2,True,0.35,17.96,-735215,-735215,-735215,3587,224896
psp,B&B $(\alpha = 10)$,psp_100_10_100_100_2,True,9.86,13.49,-735215,-735215,-735215,1132,8722203
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_100_2,True,0.04,13.45,-735215,-735215,-735215,1,26453
psp,B&B $(\alpha = 100)$,psp_100_10_100_100_2,True,0.04,12.94,-735215,-735215,-735215,1,26453
psp,MIP,psp_100_10_100_100_3,True,20.9,0.0,-778599,-778599,-778532,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_100_3,True,3.23,49.81,-778599,-778599,-778599,26785,1999861
psp,B&B $(\alpha = 1)$,psp_100_10_100_100_3,True,1702.16,63.89,-778599,-778599,-778599,174211,1268929135
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_100_3,True,8.24,37.46,-778599,-778599,-778599,12978,4142052
psp,B&B $(\alpha = 10)$,psp_100_10_100_100_3,True,1164.97,39.95,-778599,-778599,-778599,33315,926815965
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_100_3,True,0.62,55.12,-778599,-778599,-778599,9781,244021
psp,B&B $(\alpha = 100)$,psp_100_10_100_100_3,True,185.78,52.3,-778599,-778599,-778599,7358,157911105
psp,MIP,psp_100_10_100_100_4,True,1043.4,0.0,-865583,-865583,-865511,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_100_4,True,600.12,6054.73,-865583,-865583,-865583,2072040,253924757
psp,B&B $(\alpha = 1)$,psp_100_10_100_100_4,False,1800.1,233.28,-901093,-901093,-389335,79711,971309158
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_100_4,True,738.29,6048.63,-865583,-865583,-865583,1909619,192494892
psp,B&B $(\alpha = 10)$,psp_100_10_100_100_4,False,1800.22,300.03,-887512,-887512,-454542,7985,883152592
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_100_4,False,1800.69,3555.26,-865583,-865583,-516254,83805,483491019
psp,B&B $(\alpha = 100)$,psp_100_10_100_100_4,False,1801.2,1027.01,-868390,-868390,-510462,831,783641840
psp,MIP,psp_100_10_100_10_0,True,169.19,0.0,-529441,-529441,-529392,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_10_0,True,66.94,1496.96,-529441,-529441,-529441,305438,28210598
psp,B&B $(\alpha = 1)$,psp_100_10_100_10_0,False,1800.2,596.33,-529991,-529991,-458275,122885,932355183
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_10_0,True,73.0,1086.46,-529441,-529441,-529441,102687,21934305
psp,B&B $(\alpha = 10)$,psp_100_10_100_10_0,False,1800.22,494.69,-529441,-529441,-487916,13688,926311058
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_10_0,False,1800.04,611.36,-529441,-529441,-509037,80269,704398377
psp,B&B $(\alpha = 100)$,psp_100_10_100_10_0,False,1800.79,425.15,-529441,-529441,-503374,1479,814459289
psp,MIP,psp_100_10_100_10_1,True,32.6,0.0,-559760,-559760,-559760,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_10_1,True,0.52,11.65,-559760,-559760,-559760,2062,383950
psp,B&B $(\alpha = 1)$,psp_100_10_100_10_1,True,135.44,11.89,-559760,-559760,-559760,15133,103792424
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_10_1,True,0.2,17.99,-559760,-559760,-559760,431,160966
psp,B&B $(\alpha = 10)$,psp_100_10_100_10_1,True,8.83,15.89,-559760,-559760,-559760,304,7832397
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_10_1,True,0.06,27.11,-559760,-559760,-559760,1,40437
psp,B&B $(\alpha = 100)$,psp_100_10_100_10_1,True,0.06,26.1,-559760,-559760,-559760,1,40437
psp,MIP,psp_100_10_100_10_2,True,12.95,0.0,-596076,-596076,-596076,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_10_2,True,0.32,8.12,-596076,-596076,-596076,2000,222670
psp,B&B $(\alpha = 1)$,psp_100_10_100_10_2,True,44.72,10.5,-596076,-596076,-596076,8666,36989097
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_10_2,True,0.11,13.84,-596076,-596076,-596076,990,68691
psp,B&B $(\alpha = 10)$,psp_100_10_100_10_2,True,4.85,13.34,-596076,-596076,-596076,230,4521081
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_10_2,True,0.04,13.45,-596076,-596076,-596076,1,26453
psp,B&B $(\alpha = 100)$,psp_100_10_100_10_2,True,0.04,12.94,-596076,-596076,-596076,1,26453
psp,MIP,psp_100_10_100_10_3,True,20.09,0.0,-576669,-576669,-576669,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_10_3,True,2.29,34.33,-576669,-576669,-576669,9765,1468521
psp,B&B $(\alpha = 1)$,psp_100_10_100_10_3,False,1800.03,62.29,-576669,-576669,-570632,165798,1325557973
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_10_3,True,3.73,31.7,-576669,-576669,-576669,5665,1948809
psp,B&B $(\alpha = 10)$,psp_100_10_100_10_3,True,54.9,26.82,-576669,-576669,-576669,1076,43574987
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_10_3,True,0.45,54.1,-576669,-576669,-576669,1,199719
psp,B&B $(\alpha = 100)$,psp_100_10_100_10_3,True,0.43,52.09,-576669,-576669,-576669,1,199719
psp,MIP,psp_100_10_100_10_4,True,1566.27,0.0,-440295,-440295,-440262,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_10_4,True,361.79,3996.32,-440295,-440295,-440295,1424717,142572013
psp,B&B $(\alpha = 1)$,psp_100_10_100_10_4,False,1800.12,278.29,-440638,-440638,-317612,71649,859559661
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_10_4,True,307.21,3468.7,-440295,-440295,-440295,642887,96342636
psp,B&B $(\alpha = 10)$,psp_100_10_100_10_4,False,1800.13,364.07,-440295,-440295,-359021,8074,848920801
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_10_4,False,1800.07,1326.87,-440295,-440295,-397874,32030,612909951
psp,B&B $(\alpha = 100)$,psp_100_10_100_10_4,False,1800.83,883.76,-440295,-440295,-396616,783,747600961
psp,MIP,psp_100_10_100_1_0,True,117.13,0.0,-495656,-495656,-495625,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_1_0,True,60.53,1296.24,-495656,-495656,-495656,257156,25190163
psp,B&B $(\alpha = 1)$,psp_100_10_100_1_0,False,1800.2,623.77,-496332,-496332,-447107,123879,925330838
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_1_0,True,55.84,640.54,-495656,-495656,-495656,43557,18937051
psp,B&B $(\alpha = 10)$,psp_100_10_100_1_0,False,1800.19,490.95,-495656,-495656,-473352,14003,927851149
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_1_0,True,1784.49,585.11,-495656,-495656,-495656,100255,722014160
psp,B&B $(\alpha = 100)$,psp_100_10_100_1_0,False,1800.5,422.5,-495656,-495656,-486976,1552,852712338
psp,MIP,psp_100_10_100_1_1,True,29.53,0.0,-543821,-543821,-543774,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_1_1,True,0.44,10.14,-543821,-543821,-543821,1564,322101
psp,B&B $(\alpha = 1)$,psp_100_10_100_1_1,True,110.59,10.96,-543821,-543821,-543821,12203,86572466
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_1_1,True,0.09,18.0,-543821,-543821,-543821,94,55370
psp,B&B $(\alpha = 10)$,psp_100_10_100_1_1,True,3.18,15.89,-543821,-543821,-543821,94,2829694
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_1_1,True,0.06,27.11,-543821,-543821,-543821,1,40437
psp,B&B $(\alpha = 100)$,psp_100_10_100_1_1,True,0.06,26.1,-543821,-543821,-543821,1,40437
psp,MIP,psp_100_10_100_1_2,True,9.18,0.0,-581697,-581697,-581697,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_1_2,True,0.3,7.5,-581697,-581697,-581697,1644,205348
psp,B&B $(\alpha = 1)$,psp_100_10_100_1_2,True,31.43,8.29,-581697,-581697,-581697,5949,26149029
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_1_2,True,0.08,13.83,-581697,-581697,-581697,354,47815
psp,B&B $(\alpha = 10)$,psp_100_10_100_1_2,True,2.78,13.32,-581697,-581697,-581697,133,2596895
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_1_2,True,0.04,13.45,-581697,-581697,-581697,1,26453
psp,B&B $(\alpha = 100)$,psp_100_10_100_1_2,True,0.04,12.94,-581697,-581697,-581697,1,26453
psp,MIP,psp_100_10_100_1_3,True,17.3,0.0,-556172,-556172,-556172,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_1_3,True,2.21,32.02,-556172,-556172,-556172,9675,1419908
psp,B&B $(\alpha = 1)$,psp_100_10_100_1_3,True,1721.92,57.62,-556172,-556172,-556172,155465,1237635552
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_1_3,True,3.8,30.7,-556172,-556172,-556172,4536,2051791
psp,B&B $(\alpha = 10)$,psp_100_10_100_1_3,True,27.68,26.72,-556172,-556172,-556172,420,20995065
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_1_3,True,0.44,54.06,-556172,-556172,-556172,1,199141
psp,B&B $(\alpha = 100)$,psp_100_10_100_1_3,True,0.41,52.06,-556172,-556172,-556172,1,199141
psp,MIP,psp_100_10_100_1_4,False,1800.03,0.0,-398086,-398086,-384131,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_100_1_4,True,312.28,3696.86,-396921,-396921,-396921,1224335,125858455
psp,B&B $(\alpha = 1)$,psp_100_10_100_1_4,False,1800.14,332.31,-396921,-396921,-308022,72898,864006187
psp,B&B+C $(\alpha = 10)$,psp_100_10_100_1_4,True,279.6,2798.77,-396921,-396921,-396921,472817,89836091
psp,B&B $(\alpha = 10)$,psp_100_10_100_1_4,False,1800.2,375.25,-396921,-396921,-344771,8222,856504682
psp,B&B+C $(\alpha = 100)$,psp_100_10_100_1_4,False,1800.04,1128.46,-396921,-396921,-379303,76833,630684501
psp,B&B $(\alpha = 100)$,psp_100_10_100_1_4,False,1800.87,505.71,-396921,-396921,-376480,800,763462847
psp,MIP,psp_100_10_90_100_0,True,95.99,0.0,-711758,-711758,-711758,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_100_0,True,229.41,3384.24,-711758,-711758,-711758,1080151,91128650
psp,B&B $(\alpha = 1)$,psp_100_10_90_100_0,False,1800.04,81.13,-820532,-820532,-329206,71531,964522678
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_100_0,True,296.98,3685.69,-711758,-711758,-711758,889979,88892617
psp,B&B $(\alpha = 10)$,psp_100_10_90_100_0,False,1800.11,121.48,-789540,-789540,-399262,7522,903586806
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_100_0,True,718.64,3062.44,-711758,-711758,-711758,616864,188703307
psp,B&B $(\alpha = 100)$,psp_100_10_90_100_0,False,1800.17,432.19,-756440,-756440,-473482,885,765974042
psp,MIP,psp_100_10_90_100_1,True,3.98,0.0,-629679,-629679,-629679,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_100_1,True,11.06,139.67,-629679,-629679,-629679,63858,6252023
psp,B&B $(\alpha = 1)$,psp_100_10_90_100_1,False,1800.03,51.54,-664442,-664442,-439694,85816,1107790668
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_100_1,True,18.99,191.33,-629679,-629679,-629679,43987,8469604
psp,B&B $(\alpha = 10)$,psp_100_10_90_100_1,False,1800.03,77.88,-654035,-654035,-514379,10817,1104257505
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_100_1,True,2.68,213.18,-629679,-629679,-629679,15575,1489299
psp,B&B $(\alpha = 100)$,psp_100_10_90_100_1,False,1800.27,205.17,-629679,-629679,-604015,12302,1125283503
psp,MIP,psp_100_10_90_100_2,True,4.16,0.0,-646870,-646870,-646870,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_100_2,True,34.85,383.56,-646870,-646870,-646870,208656,16161808
psp,B&B $(\alpha = 1)$,psp_100_10_90_100_2,False,1800.06,123.55,-688939,-688939,-516686,120014,1078914564
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_100_2,True,40.62,420.87,-646870,-646870,-646870,177919,13670351
psp,B&B $(\alpha = 10)$,psp_100_10_90_100_2,False,1800.1,173.76,-672358,-672358,-545530,18738,1057473235
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_100_2,True,697.29,282.49,-646870,-646870,-646870,123061,326000749
psp,B&B $(\alpha = 100)$,psp_100_10_90_100_2,True,1714.33,213.21,-646870,-646870,-646870,30109,991398158
psp,MIP,psp_100_10_90_100_3,True,2.49,0.0,-660562,-660562,-660562,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_100_3,True,169.67,955.1,-660562,-660562,-660562,543241,79966819
psp,B&B $(\alpha = 1)$,psp_100_10_90_100_3,False,1800.19,240.04,-747234,-747234,-368187,81055,1056037796
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_100_3,True,142.74,853.99,-660562,-660562,-660562,279050,48218117
psp,B&B $(\alpha = 10)$,psp_100_10_90_100_3,False,1800.27,228.37,-725651,-725651,-468386,9119,961337672
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_100_3,True,799.07,663.34,-660562,-660562,-660562,146622,253429557
psp,B&B $(\alpha = 100)$,psp_100_10_90_100_3,False,1801.03,621.54,-680098,-680098,-522403,1344,817205698
psp,MIP,psp_100_10_90_100_4,True,50.27,0.0,-664483,-664483,-664483,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_100_4,False,1818.33,22469.79,-859551,-859551,-298515,585741,768717689
psp,B&B $(\alpha = 1)$,psp_100_10_90_100_4,False,1800.1,150.06,-924085,-924085,-231450,60843,886277969
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_100_4,False,1818.92,22758.59,-844066,-844066,-319187,80445,477846322
psp,B&B $(\alpha = 10)$,psp_100_10_90_100_4,False,1800.12,184.53,-882239,-882239,-296379,5914,813598418
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_100_4,False,1821.82,27837.45,-827193,-827193,-369929,1746,388133921
psp,B&B $(\alpha = 100)$,psp_100_10_90_100_4,False,1801.18,830.35,-824181,-824181,-370078,528,674010905
psp,MIP,psp_100_10_90_10_0,False,1800.0,0.0,-393764,-393764,-385466,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_10_0,True,142.99,2329.28,-393764,-393764,-393764,539844,56786927
psp,B&B $(\alpha = 1)$,psp_100_10_90_10_0,False,1800.03,74.07,-401420,-401420,-262913,62312,872997017
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_10_0,True,208.8,1361.91,-393764,-393764,-393764,197041,70700775
psp,B&B $(\alpha = 10)$,psp_100_10_90_10_0,False,1800.17,124.02,-395213,-395213,-316784,6977,840032424
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_10_0,True,418.16,834.93,-393764,-393764,-393764,131809,133675398
psp,B&B $(\alpha = 100)$,psp_100_10_90_10_0,False,1800.54,422.14,-393764,-393764,-367999,849,747243884
psp,MIP,psp_100_10_90_10_1,True,183.22,0.0,-437302,-437302,-437302,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_10_1,True,8.27,91.62,-437302,-437302,-437302,28037,4804227
psp,B&B $(\alpha = 1)$,psp_100_10_90_10_1,False,1800.02,30.01,-437302,-437302,-344630,78519,1067033197
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_10_1,True,9.87,80.5,-437302,-437302,-437302,12762,4544241
psp,B&B $(\alpha = 10)$,psp_100_10_90_10_1,False,1800.15,76.65,-437302,-437302,-411561,11402,1165074154
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_10_1,True,1.03,189.98,-437302,-437302,-437302,1,490130
psp,B&B $(\alpha = 100)$,psp_100_10_90_10_1,True,0.88,185.97,-437302,-437302,-437302,1,490130
psp,MIP,psp_100_10_90_10_2,True,13.72,0.0,-487293,-487293,-487293,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_10_2,True,20.48,245.64,-487293,-487293,-487293,112725,9798815
psp,B&B $(\alpha = 1)$,psp_100_10_90_10_2,False,1800.06,93.22,-488745,-488745,-439923,111969,1037369960
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_10_2,True,16.28,140.68,-487293,-487293,-487293,18146,6073987
psp,B&B $(\alpha = 10)$,psp_100_10_90_10_2,False,1800.1,107.74,-487293,-487293,-470093,17831,1024725304
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_10_2,True,325.76,222.65,-487293,-487293,-487293,48925,157193996
psp,B&B $(\alpha = 100)$,psp_100_10_90_10_2,True,1051.19,207.72,-487293,-487293,-487293,6973,590325456
psp,MIP,psp_100_10_90_10_3,True,377.27,0.0,-420750,-420750,-420710,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_10_3,True,83.29,692.08,-420750,-420750,-420750,305761,39990511
psp,B&B $(\alpha = 1)$,psp_100_10_90_10_3,False,1800.18,240.73,-421722,-421722,-320876,74154,988244725
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_10_3,True,72.02,522.92,-420750,-420750,-420750,122235,25691006
psp,B&B $(\alpha = 10)$,psp_100_10_90_10_3,False,1800.25,313.98,-420750,-420750,-381860,9191,964778294
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_10_3,True,749.36,466.6,-420750,-420750,-420750,89468,279927537
psp,B&B $(\alpha = 100)$,psp_100_10_90_10_3,False,1800.24,411.31,-420750,-420750,-400780,1399,835493478
psp,MIP,psp_100_10_90_10_4,False,1800.01,0.0,-360432,-360432,-331856,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_10_4,False,1816.75,24476.94,-355227,-355227,-217353,321245,677081349
psp,B&B $(\alpha = 1)$,psp_100_10_90_10_4,False,1800.13,162.77,-356008,-356008,-183785,51511,767569233
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_10_4,False,1815.93,23430.43,-352897,-352897,-247495,14790,411007842
psp,B&B $(\alpha = 10)$,psp_100_10_90_10_4,False,1800.16,197.33,-352897,-352897,-232016,5116,720450600
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_10_4,False,1810.54,18670.72,-351881,-351881,-282271,1601,388502220
psp,B&B $(\alpha = 100)$,psp_100_10_90_10_4,False,1803.02,887.62,-351881,-351881,-282471,490,634279192
psp,MIP,psp_100_10_90_1_0,False,1800.15,0.0,-352308,-352308,-339228,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_1_0,True,121.77,1802.34,-350654,-350654,-350654,402909,50124809
psp,B&B $(\alpha = 1)$,psp_100_10_90_1_0,False,1800.04,73.89,-356968,-356968,-253144,62519,876976737
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_1_0,True,154.19,881.3,-350654,-350654,-350654,120525,51626559
psp,B&B $(\alpha = 10)$,psp_100_10_90_1_0,False,1800.23,122.91,-352039,-352039,-302330,7027,844973940
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_1_0,False,1800.05,744.48,-350654,-350654,-347783,82635,604547741
psp,B&B $(\alpha = 100)$,psp_100_10_90_1_0,False,1800.34,419.67,-350654,-350654,-341636,1045,785661466
psp,MIP,psp_100_10_90_1_1,True,397.5,0.0,-408279,-408279,-408279,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_1_1,True,7.6,86.68,-408279,-408279,-408279,24915,4455724
psp,B&B $(\alpha = 1)$,psp_100_10_90_1_1,False,1800.03,34.73,-408314,-408314,-333290,80266,1089992297
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_1_1,True,9.43,75.98,-408279,-408279,-408279,10861,4396070
psp,B&B $(\alpha = 10)$,psp_100_10_90_1_1,False,1800.04,65.97,-408279,-408279,-394118,11950,1169313579
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_1_1,True,1.03,190.01,-408279,-408279,-408279,1,487498
psp,B&B $(\alpha = 100)$,psp_100_10_90_1_1,True,0.89,186.01,-408279,-408279,-408279,1,487498
psp,MIP,psp_100_10_90_1_2,True,15.58,0.0,-459325,-459325,-459325,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_1_2,True,18.38,221.24,-459325,-459325,-459325,83032,9069469
psp,B&B $(\alpha = 1)$,psp_100_10_90_1_2,False,1800.08,104.64,-460802,-460802,-428865,113951,1048283405
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_1_2,True,17.29,111.16,-459325,-459325,-459325,11960,6722026
psp,B&B $(\alpha = 10)$,psp_100_10_90_1_2,False,1800.06,63.01,-459325,-459325,-455118,19889,1067002176
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_1_2,True,1.4,215.15,-459325,-459325,-459325,1,520335
psp,B&B $(\alpha = 100)$,psp_100_10_90_1_2,True,1.22,207.14,-459325,-459325,-459325,1,520335
psp,MIP,psp_100_10_90_1_3,True,165.03,0.0,-381391,-381391,-381378,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_1_3,True,75.14,641.99,-381391,-381391,-381391,286511,35971028
psp,B&B $(\alpha = 1)$,psp_100_10_90_1_3,False,1800.21,264.83,-382939,-382939,-312216,74622,990162809
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_1_3,True,66.4,333.04,-381391,-381391,-381391,49610,23961870
psp,B&B $(\alpha = 10)$,psp_100_10_90_1_3,False,1800.18,249.05,-381391,-381391,-363671,9675,987096328
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_1_3,True,612.22,449.0,-381391,-381391,-381391,54097,228603060
psp,B&B $(\alpha = 100)$,psp_100_10_90_1_3,False,1800.49,410.24,-381391,-381391,-375882,1454,861414785
psp,MIP,psp_100_10_90_1_4,False,1800.02,0.0,-306267,-306267,-272872,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_90_1_4,False,1815.82,22959.25,-295089,-295089,-201194,314704,646853421
psp,B&B $(\alpha = 1)$,psp_100_10_90_1_4,False,1800.13,171.68,-294351,-294351,-175871,51177,759762891
psp,B&B+C $(\alpha = 10)$,psp_100_10_90_1_4,False,1813.55,19635.99,-294040,-294040,-231876,12745,408922988
psp,B&B $(\alpha = 10)$,psp_100_10_90_1_4,False,1800.35,203.09,-294040,-294040,-220153,5127,720668992
psp,B&B+C $(\alpha = 100)$,psp_100_10_90_1_4,False,1800.23,5945.08,-292984,-292984,-262508,8203,430470194
psp,B&B $(\alpha = 100)$,psp_100_10_90_1_4,False,1800.59,880.08,-292984,-292984,-262530,492,636855155
psp,MIP,psp_100_10_95_100_0,True,104.53,0.0,-813604,-813604,-813604,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_95_100_0,True,93.26,1958.96,-813604,-813604,-813604,529262,39036751
psp,B&B $(\alpha = 1)$,psp_100_10_95_100_0,False,1800.19,572.24,-830961,-830961,-506771,132918,1044106835
psp,B&B+C $(\alpha = 10)$,psp_100_10_95_100_0,True,112.76,2004.6,-813604,-813604,-813604,332808,32977552
psp,B&B $(\alpha = 10)$,psp_100_10_95_100_0,False,1800.13,87.86,-825615,-825615,-514231,10576,917574697
psp,B&B+C $(\alpha = 100)$,psp_100_10_95_100_0,False,1800.16,1252.64,-813604,-813604,-576534,51928,576263758
psp,B&B $(\alpha = 100)$,psp_100_10_95_100_0,False,1800.54,614.31,-813604,-813604,-568676,1581,848342067
psp,MIP,psp_100_10_95_100_1,True,39.29,0.0,-675212,-675212,-675168,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_95_100_1,True,1.19,24.39,-675212,-675212,-675212,8097,796925
psp,B&B $(\alpha = 1)$,psp_100_10_95_100_1,True,503.45,33.53,-675212,-675212,-675212,57358,377788228
psp,B&B+C $(\alpha = 10)$,psp_100_10_95_100_1,True,0.77,34.22,-675212,-675212,-675212,3946,451863
psp,B&B $(\alpha = 10)$,psp_100_10_95_100_1,True,122.17,26.59,-675212,-675212,-675212,4993,100246670
psp,B&B+C $(\alpha = 100)$,psp_100_10_95_100_1,True,0.08,27.18,-675212,-675212,-675212,1,50309
psp,B&B $(\alpha = 100)$,psp_100_10_95_100_1,True,0.08,26.17,-675212,-675212,-675212,1,50309
psp,MIP,psp_100_10_95_100_2,True,6.61,0.0,-687814,-687814,-687814,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_95_100_2,True,3.87,54.06,-687814,-687814,-687814,28713,2247781
psp,B&B $(\alpha = 1)$,psp_100_10_95_100_2,False,1800.02,83.41,-687814,-687814,-678300,219653,1296078081
psp,B&B+C $(\alpha = 10)$,psp_100_10_95_100_2,True,4.98,50.64,-687814,-687814,-687814,18897,2590952
psp,B&B $(\alpha = 10)$,psp_100_10_95_100_2,True,1575.55,67.8,-687814,-687814,-687814,62507,1270397443
psp,B&B+C $(\alpha = 100)$,psp_100_10_95_100_2,True,5.83,102.1,-687814,-687814,-687814,23885,4486067
psp,B&B $(\alpha = 100)$,psp_100_10_95_100_2,True,47.38,93.42,-687814,-687814,-687814,3750,42997012
psp,MIP,psp_100_10_95_100_3,True,3.71,0.0,-712215,-712215,-712215,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_10_95_100_3,True,30.59,285.72,-712215,-712215,-712215,181388,16156836
psp,B&B $(\alpha = 1)$,psp_100_10_95_100_3,False,1800.15,210.2,-737281,-737281,-483479,105369,1165608104
psp,B&B+C $(\alpha = 10)$,psp_100_10_95_100_3,True,26.13,247.83,-712215,-712215,-712215,81848,10712902
