problem,xp,instance,proved,time,memory,best_val,best_lb,best_ub,nodes_bnb,nodes_dd
psp,B&B $(\alpha = 1)$,psp_100_7_100_1_1,False,1800.08,87.26,-334430,-334430,-305792,44335,541435198
psp,B&B+C $(\alpha = 10)$,psp_100_7_100_1_1,True,25.31,113.79,-334430,-334430,-334430,9601,8069463
psp,B&B $(\alpha = 10)$,psp_100_7_100_1_1,True,1243.3,61.62,-334430,-334430,-334430,7807,657777275
psp,B&B+C $(\alpha = 100)$,psp_100_7_100_1_1,True,2.01,211.52,-334430,-334430,-334430,1,714957
psp,B&B $(\alpha = 100)$,psp_100_7_100_1_1,True,1.88,203.51,-334430,-334430,-334430,1,714957
psp,MIP,psp_100_7_100_1_2,True,2.92,0.0,-553139,-553139,-553139,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_100_1_2,True,0.03,2.59,-553139,-553139,-553139,310,32251
psp,B&B $(\alpha = 1)$,psp_100_7_100_1_2,True,0.47,1.94,-553139,-553139,-553139,255,526962
psp,B&B+C $(\alpha = 10)$,psp_100_7_100_1_2,True,0.01,2.14,-553139,-553139,-553139,1,5360
psp,B&B $(\alpha = 10)$,psp_100_7_100_1_2,True,0.01,1.95,-553139,-553139,-553139,1,5360
psp,B&B+C $(\alpha = 100)$,psp_100_7_100_1_2,True,0.01,2.14,-553139,-553139,-553139,1,5360
psp,B&B $(\alpha = 100)$,psp_100_7_100_1_2,True,0.01,1.95,-553139,-553139,-553139,1,5360
psp,MIP,psp_100_7_100_1_3,True,1731.06,0.0,-285577,-285577,-285577,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_100_1_3,True,37.67,333.21,-285577,-285577,-285577,114650,13852615
psp,B&B $(\alpha = 1)$,psp_100_7_100_1_3,False,1800.14,139.34,-291702,-291702,-227079,37939,512627646
psp,B&B+C $(\alpha = 10)$,psp_100_7_100_1_3,True,68.17,210.91,-285577,-285577,-285577,29668,19776731
psp,B&B $(\alpha = 10)$,psp_100_7_100_1_3,False,1800.32,199.23,-285577,-285577,-255756,7769,921948557
psp,B&B+C $(\alpha = 100)$,psp_100_7_100_1_3,True,179.6,420.34,-285577,-285577,-285577,38095,61496360
psp,B&B $(\alpha = 100)$,psp_100_7_100_1_3,False,1800.54,404.33,-285577,-285577,-281687,1440,874710002
psp,MIP,psp_100_7_100_1_4,True,182.03,0.0,-432247,-432247,-432208,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_100_1_4,True,5.64,74.4,-432247,-432247,-432247,24975,2588008
psp,B&B $(\alpha = 1)$,psp_100_7_100_1_4,False,1800.1,178.57,-432247,-432247,-417615,113376,905586225
psp,B&B+C $(\alpha = 10)$,psp_100_7_100_1_4,True,12.56,46.51,-432247,-432247,-432247,8320,5404699
psp,B&B $(\alpha = 10)$,psp_100_7_100_1_4,True,479.45,43.97,-432247,-432247,-432247,15410,302400879
psp,B&B+C $(\alpha = 100)$,psp_100_7_100_1_4,True,0.72,105.12,-432247,-432247,-432247,1,278152
psp,B&B $(\alpha = 100)$,psp_100_7_100_1_4,True,0.6,101.12,-432247,-432247,-432247,1,278152
psp,MIP,psp_100_7_90_100_0,True,79.33,0.0,-579827,-579827,-579827,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_100_0,True,414.29,1540.57,-579827,-579827,-579827,756160,122857387
psp,B&B $(\alpha = 1)$,psp_100_7_90_100_0,False,1800.14,117.75,-723843,-723843,-287798,47913,638631433
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_100_0,True,378.84,1725.31,-579827,-579827,-579827,544269,82620784
psp,B&B $(\alpha = 10)$,psp_100_7_90_100_0,False,1800.23,164.39,-694388,-694388,-387383,8128,899724105
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_100_0,True,1275.37,1469.65,-579827,-579827,-579827,196359,183510545
psp,B&B $(\alpha = 100)$,psp_100_7_90_100_0,False,1800.61,568.14,-648259,-648259,-427610,943,640807799
psp,MIP,psp_100_7_90_100_1,True,40.17,0.0,-568855,-568855,-568855,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_100_1,True,1067.52,3386.31,-568855,-568855,-568855,1988398,264203956
psp,B&B $(\alpha = 1)$,psp_100_7_90_100_1,False,1800.08,98.45,-955190,-955190,-251377,40851,578274344
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_100_1,True,1079.33,4433.04,-568855,-568855,-568855,1328037,203358166
psp,B&B $(\alpha = 10)$,psp_100_7_90_100_1,False,1800.28,174.77,-889386,-889386,-314732,6282,833779477
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_100_1,False,1804.0,4457.82,-660048,-660048,-366032,32220,232025686
psp,B&B $(\alpha = 100)$,psp_100_7_90_100_1,False,1801.52,807.66,-795031,-795031,-364354,555,603255627
psp,MIP,psp_100_7_90_100_2,True,2.99,0.0,-611755,-611755,-611755,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_100_2,True,8.99,62.26,-611755,-611755,-611755,31815,3817453
psp,B&B $(\alpha = 1)$,psp_100_7_90_100_2,False,1800.05,49.77,-640276,-640276,-495764,83706,826888613
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_100_2,True,11.79,71.02,-611755,-611755,-611755,14631,3857957
psp,B&B $(\alpha = 10)$,psp_100_7_90_100_2,False,1800.12,64.26,-624303,-624303,-553921,16136,921988508
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_100_2,True,0.26,46.63,-611755,-611755,-611755,1,115840
psp,B&B $(\alpha = 100)$,psp_100_7_90_100_2,True,0.25,45.63,-611755,-611755,-611755,1,115840
psp,MIP,psp_100_7_90_100_3,True,9.2,0.0,-563947,-563947,-563947,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_100_3,True,1143.89,3235.43,-563947,-563947,-563947,1587103,289779467
psp,B&B $(\alpha = 1)$,psp_100_7_90_100_3,False,1800.09,83.77,-919080,-919080,-208052,40230,597146646
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_100_3,True,1145.42,3752.89,-563947,-563947,-563947,1104364,248485766
psp,B&B $(\alpha = 10)$,psp_100_7_90_100_3,False,1800.21,169.94,-868643,-868643,-268099,6315,862158190
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_100_3,False,1801.44,2945.46,-666280,-666280,-334959,80050,269285953
psp,B&B $(\alpha = 100)$,psp_100_7_90_100_3,False,1802.27,823.24,-745022,-745022,-327227,534,631235157
psp,MIP,psp_100_7_90_100_4,True,14.64,0.0,-578317,-578317,-578271,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_100_4,True,85.42,448.18,-578317,-578317,-578317,212005,31701626
psp,B&B $(\alpha = 1)$,psp_100_7_90_100_4,False,1800.09,81.79,-680458,-680458,-323798,57941,731806550
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_100_4,True,77.48,480.57,-578317,-578317,-578317,144275,18820460
psp,B&B $(\alpha = 10)$,psp_100_7_90_100_4,False,1800.21,135.84,-636997,-636997,-447401,10909,888585009
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_100_4,True,247.76,444.12,-578317,-578317,-578317,84327,63499128
psp,B&B $(\alpha = 100)$,psp_100_7_90_100_4,False,1800.89,364.45,-597664,-597664,-464780,1886,727273689
psp,MIP,psp_100_7_90_10_0,False,1800.0,0.0,-329906,-329906,-318110,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_10_0,True,228.0,1426.14,-326902,-326902,-326902,480148,69603886
psp,B&B $(\alpha = 1)$,psp_100_7_90_10_0,False,1800.16,147.54,-327103,-327103,-233824,40501,539496223
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_10_0,True,200.7,1171.11,-326902,-326902,-326902,241237,44145909
psp,B&B $(\alpha = 10)$,psp_100_7_90_10_0,False,1800.22,189.41,-327103,-327103,-274796,7780,855785148
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_10_0,False,1800.14,646.89,-326902,-326902,-296629,76093,330814450
psp,B&B $(\alpha = 100)$,psp_100_7_90_10_0,False,1801.16,536.84,-326902,-326902,-294289,855,587097564
psp,MIP,psp_100_7_90_10_1,False,1800.0,0.0,-319979,-319979,-308408,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_10_1,True,625.36,3590.73,-319979,-319979,-319979,1100468,151185615
psp,B&B $(\alpha = 1)$,psp_100_7_90_10_1,False,1800.11,112.23,-325620,-325620,-203216,30307,434891418
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_10_1,True,555.34,3325.7,-319979,-319979,-319979,737885,103398608
psp,B&B $(\alpha = 10)$,psp_100_7_90_10_1,False,1800.43,213.15,-319979,-319979,-244946,5776,750597318
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_10_1,False,1801.11,2510.8,-320930,-320930,-267242,21473,251073535
psp,B&B $(\alpha = 100)$,psp_100_7_90_10_1,False,1801.73,814.13,-319979,-319979,-267156,481,537391756
psp,MIP,psp_100_7_90_10_2,True,202.93,0.0,-424180,-424180,-424180,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_10_2,True,5.39,52.29,-424180,-424180,-424180,18246,2406068
psp,B&B $(\alpha = 1)$,psp_100_7_90_10_2,False,1800.06,53.95,-424180,-424180,-381599,73244,752786229
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_10_2,True,16.35,41.77,-424180,-424180,-424180,9830,5788986
psp,B&B $(\alpha = 10)$,psp_100_7_90_10_2,False,1800.07,39.18,-424180,-424180,-422074,18186,1008243750
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_10_2,True,0.25,46.63,-424180,-424180,-424180,1,115840
psp,B&B $(\alpha = 100)$,psp_100_7_90_10_2,True,0.24,45.63,-424180,-424180,-424180,1,115840
psp,MIP,psp_100_7_90_10_3,False,1800.08,0.0,-274949,-274949,-241162,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_10_3,True,490.39,2947.77,-270138,-270138,-270138,956948,130063165
psp,B&B $(\alpha = 1)$,psp_100_7_90_10_3,False,1800.09,88.28,-276040,-276040,-139800,28813,442016446
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_10_3,True,487.46,3109.31,-270138,-270138,-270138,623254,101012209
psp,B&B $(\alpha = 10)$,psp_100_7_90_10_3,False,1800.34,206.38,-271695,-271695,-177191,5678,786878834
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_10_3,False,1800.36,1663.6,-270138,-270138,-219184,101138,346496453
psp,B&B $(\alpha = 100)$,psp_100_7_90_10_3,False,1801.61,834.84,-270138,-270138,-215752,488,591651100
psp,MIP,psp_100_7_90_10_4,False,1800.0,0.0,-345074,-345074,-338508,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_10_4,True,44.16,375.51,-345074,-345074,-345074,125548,16752264
psp,B&B $(\alpha = 1)$,psp_100_7_90_10_4,False,1800.06,78.58,-345074,-345074,-259576,46955,610508851
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_10_4,True,39.12,250.73,-345074,-345074,-345074,32122,10559190
psp,B&B $(\alpha = 10)$,psp_100_7_90_10_4,False,1800.33,187.56,-345074,-345074,-308417,10703,865200164
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_10_4,True,413.45,237.44,-345074,-345074,-345074,49579,132142500
psp,B&B $(\alpha = 100)$,psp_100_7_90_10_4,False,1800.26,203.04,-345074,-345074,-326784,2103,756169453
psp,MIP,psp_100_7_90_1_0,False,1800.0,0.0,-281437,-281437,-273455,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_1_0,True,184.56,1272.07,-280058,-280058,-280058,404321,58848815
psp,B&B $(\alpha = 1)$,psp_100_7_90_1_0,False,1800.16,160.06,-281248,-281248,-223860,39096,512886906
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_1_0,True,138.15,588.44,-280058,-280058,-280058,89449,35299374
psp,B&B $(\alpha = 10)$,psp_100_7_90_1_0,False,1800.36,222.28,-280058,-280058,-254586,8239,873401482
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_1_0,False,1800.18,669.17,-280058,-280058,-271592,44651,330972384
psp,B&B $(\alpha = 100)$,psp_100_7_90_1_0,False,1801.75,418.93,-280058,-280058,-270357,886,606129199
psp,MIP,psp_100_7_90_1_1,False,1800.0,0.0,-252740,-252740,-243173,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_1_1,True,447.09,2603.92,-252740,-252740,-252740,829288,115647417
psp,B&B $(\alpha = 1)$,psp_100_7_90_1_1,False,1800.12,120.01,-252740,-252740,-194721,28843,411811271
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_1_1,True,316.42,1653.89,-252740,-252740,-252740,217133,69937717
psp,B&B $(\alpha = 10)$,psp_100_7_90_1_1,False,1800.17,199.17,-252740,-252740,-229566,5903,759616619
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_1_1,False,1800.22,1303.04,-252740,-252740,-243655,39215,334912360
psp,B&B $(\alpha = 100)$,psp_100_7_90_1_1,False,1803.18,818.52,-252740,-252740,-243403,482,540927905
psp,MIP,psp_100_7_90_1_2,True,190.01,0.0,-393765,-393765,-393743,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_1_2,True,4.55,46.97,-393765,-393765,-393765,15886,2131905
psp,B&B $(\alpha = 1)$,psp_100_7_90_1_2,False,1800.07,58.62,-393765,-393765,-366096,72839,743226605
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_1_2,True,14.99,39.41,-393765,-393765,-393765,8015,5443579
psp,B&B $(\alpha = 10)$,psp_100_7_90_1_2,True,219.59,30.87,-393765,-393765,-393765,2117,136638719
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_1_2,True,0.33,46.63,-393765,-393765,-393765,1,115840
psp,B&B $(\alpha = 100)$,psp_100_7_90_1_2,True,0.35,45.63,-393765,-393765,-393765,1,115840
psp,MIP,psp_100_7_90_1_3,False,1800.0,0.0,-204700,-204700,-184226,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_1_3,True,403.88,2434.43,-198551,-198551,-198551,858151,106724562
psp,B&B $(\alpha = 1)$,psp_100_7_90_1_3,False,1800.09,96.1,-200191,-200191,-128705,27394,417919481
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_1_3,True,367.8,2064.15,-198551,-198551,-198551,353587,83411066
psp,B&B $(\alpha = 10)$,psp_100_7_90_1_3,False,1800.28,233.48,-198551,-198551,-158585,5811,793719987
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_1_3,False,1800.08,1177.04,-198551,-198551,-188335,59496,363633495
psp,B&B $(\alpha = 100)$,psp_100_7_90_1_3,False,1802.66,811.1,-198551,-198551,-187365,494,595515247
psp,MIP,psp_100_7_90_1_4,True,1214.34,0.0,-302697,-302697,-302668,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_90_1_4,True,36.44,308.38,-302697,-302697,-302697,106775,14159875
psp,B&B $(\alpha = 1)$,psp_100_7_90_1_4,False,1800.08,90.38,-302697,-302697,-249728,45990,593319554
psp,B&B+C $(\alpha = 10)$,psp_100_7_90_1_4,True,37.29,129.17,-302697,-302697,-302697,14000,10328688
psp,B&B $(\alpha = 10)$,psp_100_7_90_1_4,False,1800.2,144.61,-302697,-302697,-287438,11839,898426534
psp,B&B+C $(\alpha = 100)$,psp_100_7_90_1_4,True,61.18,210.66,-302697,-302697,-302697,13262,20876529
psp,B&B $(\alpha = 100)$,psp_100_7_90_1_4,False,1800.31,202.66,-302697,-302697,-302666,2272,809154082
psp,MIP,psp_100_7_95_100_0,True,153.89,0.0,-610398,-610398,-610343,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_100_0,True,116.77,517.83,-610398,-610398,-610398,258665,40454451
psp,B&B $(\alpha = 1)$,psp_100_7_95_100_0,False,1800.09,83.03,-710642,-710642,-316658,49337,667001360
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_100_0,True,98.76,569.28,-610398,-610398,-610398,155345,26932606
psp,B&B $(\alpha = 10)$,psp_100_7_95_100_0,False,1800.23,110.35,-684432,-684432,-418600,8742,944773305
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_100_0,True,400.27,536.89,-610398,-610398,-610398,100220,93178859
psp,B&B $(\alpha = 100)$,psp_100_7_95_100_0,False,1800.42,452.65,-622161,-622161,-491924,1295,720105418
psp,MIP,psp_100_7_95_100_1,True,52.77,0.0,-653162,-653162,-653102,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_100_1,True,441.67,2328.88,-653162,-653162,-653162,1019363,120062072
psp,B&B $(\alpha = 1)$,psp_100_7_95_100_1,False,1800.07,64.47,-911966,-911966,-292838,43314,617872527
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_100_1,True,449.93,2601.68,-653162,-653162,-653162,764492,87874727
psp,B&B $(\alpha = 10)$,psp_100_7_95_100_1,False,1800.35,141.47,-856057,-856057,-365346,6624,864585145
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_100_1,True,878.01,2478.46,-653162,-653162,-653162,546706,152656497
psp,B&B $(\alpha = 100)$,psp_100_7_95_100_1,False,1801.99,449.67,-749062,-749062,-420736,614,616681096
psp,MIP,psp_100_7_95_100_2,True,8.11,0.0,-644303,-644303,-644288,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_100_2,True,2.6,23.07,-644303,-644303,-644303,8902,1418178
psp,B&B $(\alpha = 1)$,psp_100_7_95_100_2,True,1357.13,22.78,-644303,-644303,-644303,78367,700492910
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_100_2,True,4.15,27.38,-644303,-644303,-644303,5393,2624503
psp,B&B $(\alpha = 10)$,psp_100_7_95_100_2,True,174.02,25.6,-644303,-644303,-644303,5014,126066777
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_100_2,True,0.13,23.51,-644303,-644303,-644303,1,44061
psp,B&B $(\alpha = 100)$,psp_100_7_95_100_2,True,0.09,23.01,-644303,-644303,-644303,1,44061
psp,MIP,psp_100_7_95_100_3,True,54.41,0.0,-634138,-634138,-634138,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_100_3,True,442.38,1411.23,-634138,-634138,-634138,706982,126470999
psp,B&B $(\alpha = 1)$,psp_100_7_95_100_3,False,1800.08,48.01,-883550,-883550,-247321,39605,608791060
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_100_3,True,356.98,1635.04,-634138,-634138,-634138,529145,84296151
psp,B&B $(\alpha = 10)$,psp_100_7_95_100_3,False,1800.25,108.41,-851948,-851948,-302200,6187,878915905
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_100_3,False,1800.38,1264.17,-691748,-691748,-409345,110033,350230436
psp,B&B $(\alpha = 100)$,psp_100_7_95_100_3,False,1802.67,576.56,-721506,-721506,-389321,633,659193195
psp,MIP,psp_100_7_95_100_4,True,203.41,0.0,-671289,-671289,-671289,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_100_4,True,14.15,180.49,-671289,-671289,-671289,69278,6555311
psp,B&B $(\alpha = 1)$,psp_100_7_95_100_4,False,1800.04,58.11,-679651,-679651,-460031,83340,836017724
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_100_4,True,11.77,141.79,-671289,-671289,-671289,38555,3404340
psp,B&B $(\alpha = 10)$,psp_100_7_95_100_4,False,1800.13,226.91,-671289,-671289,-603571,45138,1070399503
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_100_4,True,119.34,150.98,-671289,-671289,-671289,51536,62596779
psp,B&B $(\alpha = 100)$,psp_100_7_95_100_4,True,121.82,102.53,-671289,-671289,-671289,6860,86798639
psp,MIP,psp_100_7_95_10_0,False,1800.0,0.0,-345715,-345715,-334027,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_10_0,True,61.55,435.39,-343028,-343028,-343028,158803,22884001
psp,B&B $(\alpha = 1)$,psp_100_7_95_10_0,False,1800.1,95.48,-344628,-344628,-259259,43638,584814018
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_10_0,True,60.34,297.32,-343028,-343028,-343028,41069,17576018
psp,B&B $(\alpha = 10)$,psp_100_7_95_10_0,False,1800.18,162.28,-343028,-343028,-310641,9489,954377265
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_10_0,True,1130.53,420.55,-343028,-343028,-343028,64196,325849050
psp,B&B $(\alpha = 100)$,psp_100_7_95_10_0,False,1800.34,404.54,-343028,-343028,-320327,1376,724229747
psp,MIP,psp_100_7_95_10_1,False,1800.02,0.0,-332662,-332662,-322690,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_10_1,True,229.19,1784.4,-332662,-332662,-332662,528519,63383475
psp,B&B $(\alpha = 1)$,psp_100_7_95_10_1,False,1800.11,80.16,-332662,-332662,-232490,34279,487596723
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_10_1,True,248.91,1393.89,-332662,-332662,-332662,255056,50108938
psp,B&B $(\alpha = 10)$,psp_100_7_95_10_1,False,1800.14,178.08,-332662,-332662,-273521,6149,799664150
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_10_1,False,1800.11,1028.92,-332662,-332662,-305525,110093,365591230
psp,B&B $(\alpha = 100)$,psp_100_7_95_10_1,False,1800.63,810.22,-332662,-332662,-297439,585,585623761
psp,MIP,psp_100_7_95_10_2,True,66.43,0.0,-454044,-454044,-454001,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_10_2,True,1.64,18.23,-454044,-454044,-454044,5198,833586
psp,B&B $(\alpha = 1)$,psp_100_7_95_10_2,True,1414.01,22.54,-454044,-454044,-454044,75598,742988043
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_10_2,True,0.44,27.54,-454044,-454044,-454044,1073,229237
psp,B&B $(\alpha = 10)$,psp_100_7_95_10_2,True,29.07,25.58,-454044,-454044,-454044,534,21087029
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_10_2,True,0.09,23.51,-454044,-454044,-454044,1,44061
psp,B&B $(\alpha = 100)$,psp_100_7_95_10_2,True,0.09,23.01,-454044,-454044,-454044,1,44061
psp,MIP,psp_100_7_95_10_3,False,1800.0,0.0,-294059,-294059,-283114,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_10_3,True,195.25,1097.02,-294059,-294059,-294059,440518,56943081
psp,B&B $(\alpha = 1)$,psp_100_7_95_10_3,False,1800.1,66.71,-295176,-295176,-172698,31095,487909340
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_10_3,True,206.6,1231.69,-294059,-294059,-294059,195368,48414340
psp,B&B $(\alpha = 10)$,psp_100_7_95_10_3,False,1800.14,137.27,-294982,-294982,-212230,5841,832533623
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_10_3,False,1800.08,595.15,-294059,-294059,-258297,101742,446536875
psp,B&B $(\alpha = 100)$,psp_100_7_95_10_3,False,1802.66,583.75,-294059,-294059,-252706,699,683646359
psp,MIP,psp_100_7_95_10_4,True,969.33,0.0,-396326,-396326,-396326,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_10_4,True,9.5,121.84,-396326,-396326,-396326,40443,4104282
psp,B&B $(\alpha = 1)$,psp_100_7_95_10_4,False,1800.09,131.92,-396326,-396326,-356262,77520,768847330
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_10_4,True,18.32,59.53,-396326,-396326,-396326,10163,6104708
psp,B&B $(\alpha = 10)$,psp_100_7_95_10_4,True,976.03,69.91,-396326,-396326,-396326,35879,575129140
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_10_4,True,6.07,105.88,-396326,-396326,-396326,6089,3154877
psp,B&B $(\alpha = 100)$,psp_100_7_95_10_4,True,41.37,101.87,-396326,-396326,-396326,2374,28956383
psp,MIP,psp_100_7_95_1_0,False,1800.0,0.0,-305055,-305055,-297191,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_1_0,True,51.02,383.11,-303093,-303093,-303093,138716,19828410
psp,B&B $(\alpha = 1)$,psp_100_7_95_1_0,False,1800.12,109.14,-303289,-303289,-249501,46067,603087813
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_1_0,True,57.86,153.27,-303093,-303093,-303093,15587,16798385
psp,B&B $(\alpha = 10)$,psp_100_7_95_1_0,False,1800.16,113.3,-303093,-303093,-289934,9818,959795871
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_1_0,True,303.64,419.78,-303093,-303093,-303093,39085,90097828
psp,B&B $(\alpha = 100)$,psp_100_7_95_1_0,False,1800.2,403.77,-303093,-303093,-295230,1495,773038773
psp,MIP,psp_100_7_95_1_1,False,1800.02,0.0,-269938,-269938,-263569,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_1_1,True,148.6,994.54,-269938,-269938,-269938,276880,44555854
psp,B&B $(\alpha = 1)$,psp_100_7_95_1_1,False,1800.11,91.94,-269938,-269938,-221953,33001,464163000
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_1_1,True,125.0,426.06,-269938,-269938,-269938,21608,30164581
psp,B&B $(\alpha = 10)$,psp_100_7_95_1_1,False,1800.25,154.31,-269938,-269938,-254774,6345,806830999
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_1_1,True,698.21,726.18,-269938,-269938,-269938,36565,145279028
psp,B&B $(\alpha = 100)$,psp_100_7_95_1_1,False,1801.97,493.04,-269938,-269938,-268779,661,654986731
psp,MIP,psp_100_7_95_1_2,True,57.73,0.0,-429237,-429237,-429237,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_1_2,True,1.36,16.82,-429237,-429237,-429237,4603,757452
psp,B&B $(\alpha = 1)$,psp_100_7_95_1_2,True,1157.43,21.35,-429237,-429237,-429237,60956,604860148
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_1_2,True,0.13,27.79,-429237,-429237,-429237,1,65907
psp,B&B $(\alpha = 10)$,psp_100_7_95_1_2,True,0.2,25.57,-429237,-429237,-429237,1,65907
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_1_2,True,0.09,23.51,-429237,-429237,-429237,1,44061
psp,B&B $(\alpha = 100)$,psp_100_7_95_1_2,True,0.14,23.01,-429237,-429237,-429237,1,44061
psp,MIP,psp_100_7_95_1_3,False,1800.0,0.0,-231650,-231650,-221433,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_1_3,True,155.59,968.72,-231650,-231650,-231650,376468,46885045
psp,B&B $(\alpha = 1)$,psp_100_7_95_1_3,False,1800.12,78.07,-232203,-232203,-159875,30731,477072641
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_1_3,True,159.03,799.89,-231650,-231650,-231650,111386,39426691
psp,B&B $(\alpha = 10)$,psp_100_7_95_1_3,False,1800.21,196.2,-231650,-231650,-193992,6255,860443693
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_1_3,False,1800.06,562.39,-231650,-231650,-227582,98366,453718848
psp,B&B $(\alpha = 100)$,psp_100_7_95_1_3,False,1801.5,411.35,-231650,-231650,-222426,753,728519773
psp,MIP,psp_100_7_95_1_4,True,690.09,0.0,-364171,-364171,-364138,0,0
psp,B&B+C $(\alpha = 1)$,psp_100_7_95_1_4,True,8.21,89.66,-364171,-364171,-364171,31111,3760426
psp,B&B $(\alpha = 1)$,psp_100_7_95_1_4,False,1800.09,170.59,-364171,-364171,-342297,82232,781780821
psp,B&B+C $(\alpha = 10)$,psp_100_7_95_1_4,True,13.45,59.48,-364171,-364171,-364171,11779,4841768
psp,B&B $(\alpha = 10)$,psp_100_7_95_1_4,True,489.27,40.65,-364171,-364171,-364171,13045,298862046
psp,B&B+C $(\alpha = 100)$,psp_100_7_95_1_4,True,1.04,105.8,-364171,-364171,-364171,1,353291
